date,weekday,sekki,rank,season,season_pt,weekday_pt,daily_pt,l_count,d_count,grand_total
2024-02-26,月,雨水,19,LOW SEASON,2.00,2.00,2.00,0,25,289810
2024-02-27,火,雨水,19,LOW SEASON,2.00,2.00,2.00,0,13,146230
2024-02-28,水,雨水,19,LOW SEASON,2.00,2.00,2.00,0,0,0
2024-02-29,木,雨水,19,LOW SEASON,2.00,3.00,2.40,0,23,292260
2024-03-01,金,雨水,19,LOW SEASON,2.00,4.00,2.80,0,0,0
2024-03-02,土,雨水,19,LOW SEASON,2.00,5.00,3.20,0,0,0
2024-03-03,日,雨水,19,LOW SEASON,2.00,4.00,2.80,17,24,339694
2024-03-04,月,雨水,19,LOW SEASON,2.00,2.00,2.00,0,28,269720
2024-03-05,火,啓蟄,15,FLOW SEASON,2.67,2.00,2.40,0,18,201320
2024-03-06,水,啓蟄,15,FLOW SEASON,2.67,2.00,2.40,0,16,192170
2024-03-07,木,啓蟄,15,FLOW SEASON,2.67,3.00,2.80,0,31,284920
2024-03-08,金,啓蟄,15,FLOW SEASON,2.67,4.00,3.20,0,40,468150
2024-03-09,土,啓蟄,15,FLOW SEASON,2.67,5.00,3.60,18,37,525560
2024-03-10,日,啓蟄,15,FLOW SEASON,2.67,4.00,3.20,4,40,440560
2024-03-11,月,啓蟄,15,FLOW SEASON,2.67,2.00,2.40,0,21,245050
2024-03-12,火,啓蟄,15,FLOW SEASON,2.67,2.00,2.40,0,31,400200
2024-03-13,水,啓蟄,15,FLOW SEASON,2.67,2.00,2.40,0,0,0
2024-03-14,木,啓蟄,15,FLOW SEASON,2.67,3.00,2.80,0,36,398480
2024-03-15,金,啓蟄,15,FLOW SEASON,2.67,4.00,3.20,0,37,435250
2024-03-16,土,啓蟄,15,FLOW SEASON,2.67,5.00,3.60,0,39,365040
2024-03-17,日,啓蟄,15,FLOW SEASON,2.67,4.00,3.20,20,39,483960
2024-03-18,月,啓蟄,15,FLOW SEASON,2.67,2.00,2.40,0,0,0
2024-03-19,火,啓蟄,15,FLOW SEASON,2.67,2.00,2.40,0,0,0
2024-03-20,水,啓蟄,15,FLOW SEASON,2.67,2.00,2.40,17,0,81020
2024-03-21,木,春分,13,FLOW SEASON,3.00,3.00,3.00,0,34,326370
2024-03-22,金,春分,13,FLOW SEASON,3.00,4.00,3.40,0,38,389200
2024-03-23,土,春分,13,FLOW SEASON,3.00,5.00,3.80,19,34,485100
2024-03-24,日,春分,13,FLOW SEASON,3.00,4.00,3.40,21,39,567360
2024-03-25,月,春分,13,FLOW SEASON,3.00,2.00,2.60,0,2,104000
2024-03-26,火,春分,13,FLOW SEASON,3.00,2.00,2.60,0,0,0
2024-03-27,水,春分,13,FLOW SEASON,3.00,2.00,2.60,0,0,0
2024-03-28,木,春分,13,FLOW SEASON,3.00,3.00,3.00,0,0,0
2024-03-29,金,春分,13,FLOW SEASON,3.00,4.00,3.40,0,0,0
2024-03-30,土,春分,13,FLOW SEASON,3.00,5.00,3.80,0,0,0
2024-03-31,日,春分,13,FLOW SEASON,3.00,4.00,3.40,0,0,0
2024-04-01,月,春分,13,FLOW SEASON,3.00,2.00,2.60,0,0,0
2024-04-02,火,春分,13,FLOW SEASON,3.00,2.00,2.60,0,0,0
2024-04-03,水,春分,13,FLOW SEASON,3.00,2.00,2.60,0,0,0
2024-04-04,木,春分,13,FLOW SEASON,3.00,3.00,3.00,0,0,0
2024-04-05,金,清明,24,OFF SEASON,1.17,4.00,2.30,0,0,0
2024-04-06,土,清明,24,OFF SEASON,1.17,5.00,2.70,0,0,0
2024-04-07,日,清明,24,OFF SEASON,1.17,4.00,2.30,0,0,0
2024-04-08,月,清明,24,OFF SEASON,1.17,2.00,1.50,0,0,0
2024-04-09,火,清明,24,OFF SEASON,1.17,2.00,1.50,0,0,0
2024-04-10,水,清明,24,OFF SEASON,1.17,2.00,1.50,0,0,0
2024-04-11,木,清明,24,OFF SEASON,1.17,3.00,1.90,0,0,0
2024-04-12,金,清明,24,OFF SEASON,1.17,4.00,2.30,0,0,0
2024-04-13,土,清明,24,OFF SEASON,1.17,5.00,2.70,0,0,0
2024-04-14,日,清明,24,OFF SEASON,1.17,4.00,2.30,0,0,0
2024-04-15,月,清明,24,OFF SEASON,1.17,2.00,1.50,0,0,0
2024-04-16,火,清明,24,OFF SEASON,1.17,2.00,1.50,0,0,0
2024-04-17,水,清明,24,OFF SEASON,1.17,2.00,1.50,0,0,0
2024-04-18,木,清明,24,OFF SEASON,1.17,3.00,1.90,0,0,0
2024-04-19,金,清明,24,OFF SEASON,1.17,4.00,2.30,0,8,115840
2024-04-20,土,穀雨,16,LOW SEASON,2.50,5.00,3.50,0,30,345550
2024-04-21,日,穀雨,16,LOW SEASON,2.50,4.00,3.10,0,26,302910
2024-04-22,月,穀雨,16,LOW SEASON,2.50,2.00,2.30,0,10,135340
2024-04-23,火,穀雨,16,LOW SEASON,2.50,2.00,2.30,0,17,197560
2024-04-24,水,穀雨,16,LOW SEASON,2.50,2.00,2.30,0,4,63270
2024-04-25,木,穀雨,16,LOW SEASON,2.50,3.00,2.70,0,4,50870
2024-04-26,金,穀雨,16,LOW SEASON,2.50,4.00,3.10,0,34,388380
2024-04-27,土,穀雨,16,LOW SEASON,2.50,5.00,3.50,27,38,541014
2024-04-28,日,穀雨,16,LOW SEASON,2.50,4.00,3.10,18,40,594432
2024-04-29,月,穀雨,16,LOW SEASON,2.50,2.00,2.30,18,40,554520
2024-04-30,火,穀雨,16,LOW SEASON,2.50,2.00,2.30,0,33,364300
2024-05-01,水,穀雨,16,LOW SEASON,2.50,2.00,2.30,0,38,430720
2024-05-02,木,穀雨,16,LOW SEASON,2.50,3.00,2.70,0,41,466370
2024-05-03,金,穀雨,16,LOW SEASON,2.50,4.00,3.10,30,41,533440
2024-05-04,土,穀雨,16,LOW SEASON,2.50,5.00,3.50,33,43,592830
2024-05-05,日,立夏,11,FLOW SEASON,3.33,4.00,3.60,32,39,682730
2024-05-06,月,立夏,11,FLOW SEASON,3.33,2.00,2.80,8,24,373210
2024-05-07,火,立夏,11,FLOW SEASON,3.33,2.00,2.80,0,35,384250
2024-05-08,水,立夏,11,FLOW SEASON,3.33,2.00,2.80,0,14,198430
2024-05-09,木,立夏,11,FLOW SEASON,3.33,3.00,3.20,0,21,253330
2024-05-10,金,立夏,11,FLOW SEASON,3.33,4.00,3.60,0,31,305810
2024-05-11,土,立夏,11,FLOW SEASON,3.33,5.00,4.00,22,39,570500
2024-05-12,日,立夏,11,FLOW SEASON,3.33,4.00,3.60,24,30,337654
2024-05-13,月,立夏,11,FLOW SEASON,3.33,2.00,2.80,0,24,323530
2024-05-14,火,立夏,11,FLOW SEASON,3.33,2.00,2.80,0,31,335940
2024-05-15,水,立夏,11,FLOW SEASON,3.33,2.00,2.80,0,35,419100
2024-05-16,木,立夏,11,FLOW SEASON,3.33,3.00,3.20,0,25,300770
2024-05-17,金,立夏,11,FLOW SEASON,3.33,4.00,3.60,0,32,297650
2024-05-18,土,立夏,11,FLOW SEASON,3.33,5.00,4.00,36,38,597840
2024-05-19,日,立夏,11,FLOW SEASON,3.33,4.00,3.60,26,33,457868
2024-05-20,月,立夏,11,FLOW SEASON,3.33,2.00,2.80,0,27,395790
2024-05-21,火,小満,12,FLOW SEASON,3.17,2.00,2.70,0,28,341040
2024-05-22,水,小満,12,FLOW SEASON,3.17,2.00,2.70,0,18,191350
2024-05-23,木,小満,12,FLOW SEASON,3.17,3.00,3.10,0,31,365720
2024-05-24,金,小満,12,FLOW SEASON,3.17,4.00,3.50,0,35,417270
2024-05-25,土,小満,12,FLOW SEASON,3.17,5.00,3.90,25,39,619740
2024-05-26,日,小満,12,FLOW SEASON,3.17,4.00,3.50,32,40,546782
2024-05-27,月,小満,12,FLOW SEASON,3.17,2.00,2.70,0,26,365110
2024-05-28,火,小満,12,FLOW SEASON,3.17,2.00,2.70,0,28,238480
2024-05-29,水,小満,12,FLOW SEASON,3.17,2.00,2.70,0,33,314910
2024-05-30,木,小満,12,FLOW SEASON,3.17,3.00,3.10,0,26,330650
2024-05-31,金,小満,12,FLOW SEASON,3.17,4.00,3.50,0,28,346280
2024-06-01,土,小満,12,FLOW SEASON,3.17,5.00,3.90,33,37,603270
2024-06-02,日,小満,12,FLOW SEASON,3.17,4.00,3.50,20,29,440240
2024-06-03,月,小満,12,FLOW SEASON,3.17,2.00,2.70,0,41,562417
2024-06-04,火,小満,12,FLOW SEASON,3.17,2.00,2.70,0,27,295570
2024-06-05,水,小満,12,FLOW SEASON,3.17,2.00,2.70,0,29,314470
2024-06-06,木,芒種,6,HIGH SEASON,4.17,3.00,3.70,0,36,374610
2024-06-07,金,芒種,6,HIGH SEASON,4.17,4.00,4.10,0,38,649440
2024-06-08,土,芒種,6,HIGH SEASON,4.17,5.00,4.50,27,42,625690
2024-06-09,日,芒種,6,HIGH SEASON,4.17,4.00,4.10,22,45,544522
2024-06-10,月,芒種,6,HIGH SEASON,4.17,2.00,3.30,0,41,491980
2024-06-11,火,芒種,6,HIGH SEASON,4.17,2.00,3.30,0,34,288410
2024-06-12,水,芒種,6,HIGH SEASON,4.17,2.00,3.30,32,43,635490
2024-06-13,木,芒種,6,HIGH SEASON,4.17,3.00,3.70,0,42,473500
2024-06-14,金,芒種,6,HIGH SEASON,4.17,4.00,4.10,0,36,414410
2024-06-15,土,芒種,6,HIGH SEASON,4.17,5.00,4.50,40,42,664150
2024-06-16,日,芒種,6,HIGH SEASON,4.17,4.00,4.10,27,39,611920
2024-06-17,月,芒種,6,HIGH SEASON,4.17,2.00,3.30,0,33,392220
2024-06-18,火,芒種,6,HIGH SEASON,4.17,2.00,3.30,0,39,453610
2024-06-19,水,芒種,6,HIGH SEASON,4.17,2.00,3.30,0,46,573440
2024-06-20,木,芒種,6,HIGH SEASON,4.17,3.00,3.70,0,38,510570
2024-06-21,金,夏至,5,TOP SEASON,4.33,4.00,4.20,0,44,539070
2024-06-22,土,夏至,5,TOP SEASON,4.33,5.00,4.60,28,37,577724
2024-06-23,日,夏至,5,TOP SEASON,4.33,4.00,4.20,34,37,544270
2024-06-24,月,夏至,5,TOP SEASON,4.33,2.00,3.40,36,39,892650
2024-06-25,火,夏至,5,TOP SEASON,4.33,2.00,3.40,0,36,388970
2024-06-26,水,夏至,5,TOP SEASON,4.33,2.00,3.40,0,41,416490
2024-06-27,木,夏至,5,TOP SEASON,4.33,3.00,3.80,0,30,326770
2024-06-28,金,夏至,5,TOP SEASON,4.33,4.00,4.20,0,38,365810
2024-06-29,土,夏至,5,TOP SEASON,4.33,5.00,4.60,26,39,514230
2024-06-30,日,夏至,5,TOP SEASON,4.33,4.00,4.20,31,36,570520
2024-07-01,月,夏至,5,TOP SEASON,4.33,2.00,3.40,0,34,370410
2024-07-02,火,夏至,5,TOP SEASON,4.33,2.00,3.40,0,40,425410
2024-07-03,水,夏至,5,TOP SEASON,4.33,2.00,3.40,0,36,432230
2024-07-04,木,夏至,5,TOP SEASON,4.33,3.00,3.80,0,43,432730
2024-07-05,金,夏至,5,TOP SEASON,4.33,4.00,4.20,0,49,672650
2024-07-06,土,夏至,5,TOP SEASON,4.33,5.00,4.60,37,44,609280
2024-07-07,日,小暑,3,TOP SEASON,4.67,4.00,4.40,33,43,659850
2024-07-08,月,小暑,3,TOP SEASON,4.67,2.00,3.60,0,35,420370
2024-07-09,火,小暑,3,TOP SEASON,4.67,2.00,3.60,0,36,436210
2024-07-10,水,小暑,3,TOP SEASON,4.67,2.00,3.60,0,40,480910
2024-07-11,木,小暑,3,TOP SEASON,4.67,3.00,4.00,0,40,465670
2024-07-12,金,小暑,3,TOP SEASON,4.67,4.00,4.40,0,37,401150
2024-07-13,土,小暑,3,TOP SEASON,4.67,5.00,4.80,32,39,579430
2024-07-14,日,小暑,3,TOP SEASON,4.67,4.00,4.40,33,41,621890
2024-07-15,月,小暑,3,TOP SEASON,4.67,2.00,3.60,39,37,640420
2024-07-16,火,小暑,3,TOP SEASON,4.67,2.00,3.60,0,41,396120
2024-07-17,水,小暑,3,TOP SEASON,4.67,2.00,3.60,0,38,403760
2024-07-18,木,小暑,3,TOP SEASON,4.67,3.00,4.00,0,41,481800
2024-07-19,金,小暑,3,TOP SEASON,4.67,4.00,4.40,0,35,415250
2024-07-20,土,小暑,3,TOP SEASON,4.67,5.00,4.80,29,36,541074
2024-07-21,日,小暑,3,TOP SEASON,4.67,4.00,4.40,37,39,575100
2024-07-22,月,小暑,3,TOP SEASON,4.67,2.00,3.60,0,43,550830
2024-07-23,火,大暑,9,HIGH SEASON,3.67,2.00,3.00,0,37,462770
2024-07-24,水,大暑,9,HIGH SEASON,3.67,2.00,3.00,0,38,473280
2024-07-25,木,大暑,9,HIGH SEASON,3.67,3.00,3.40,0,39,481560
2024-07-26,金,大暑,9,HIGH SEASON,3.67,4.00,3.80,0,37,453140
2024-07-27,土,大暑,9,HIGH SEASON,3.67,5.00,4.20,33,42,624354
2024-07-28,日,大暑,9,HIGH SEASON,3.67,4.00,3.80,11,37,466140
2024-07-29,月,大暑,9,HIGH SEASON,3.67,2.00,3.00,0,38,407150
2024-07-30,火,大暑,9,HIGH SEASON,3.67,2.00,3.00,0,39,396720
2024-07-31,水,大暑,9,HIGH SEASON,3.67,2.00,3.00,0,43,580060
2024-08-01,木,大暑,9,HIGH SEASON,3.67,3.00,3.40,0,36,397650
2024-08-02,金,大暑,9,HIGH SEASON,3.67,4.00,3.80,0,43,478910
2024-08-03,土,大暑,9,HIGH SEASON,3.67,5.00,4.20,34,41,545804
2024-08-04,日,大暑,9,HIGH SEASON,3.67,4.00,3.80,35,39,665300
2024-08-05,月,大暑,9,HIGH SEASON,3.67,2.00,3.00,0,40,390630
2024-08-06,火,大暑,9,HIGH SEASON,3.67,2.00,3.00,0,42,427440
2024-08-07,水,立秋,7,HIGH SEASON,4.00,2.00,3.20,0,37,428630
2024-08-08,木,立秋,7,HIGH SEASON,4.00,3.00,3.60,0,39,401150
2024-08-09,金,立秋,7,HIGH SEASON,4.00,4.00,4.00,0,39,432110
2024-08-10,土,立秋,7,HIGH SEASON,4.00,5.00,4.40,22,41,760460
2024-08-11,日,立秋,7,HIGH SEASON,4.00,4.00,4.00,34,39,616070
2024-08-12,月,立秋,7,HIGH SEASON,4.00,2.00,3.20,37,42,548060
2024-08-13,火,立秋,7,HIGH SEASON,4.00,2.00,3.20,0,34,399580
2024-08-14,水,立秋,7,HIGH SEASON,4.00,2.00,3.20,0,40,405200
2024-08-15,木,立秋,7,HIGH SEASON,4.00,3.00,3.60,0,40,382470
2024-08-16,金,立秋,7,HIGH SEASON,4.00,4.00,4.00,0,40,459000
2024-08-17,土,立秋,7,HIGH SEASON,4.00,5.00,4.40,30,36,520570
2024-08-18,日,立秋,7,HIGH SEASON,4.00,4.00,4.00,36,38,582170
2024-08-19,月,立秋,7,HIGH SEASON,4.00,2.00,3.20,0,37,389330
2024-08-20,火,立秋,7,HIGH SEASON,4.00,2.00,3.20,0,40,449390
2024-08-21,水,立秋,7,HIGH SEASON,4.00,2.00,3.20,0,37,396750
2024-08-22,木,立秋,7,HIGH SEASON,4.00,3.00,3.60,0,41,510500
2024-08-23,金,処暑,8,HIGH SEASON,3.83,4.00,3.90,0,38,484290
2024-08-24,土,処暑,8,HIGH SEASON,3.83,5.00,4.30,33,38,598692
2024-08-25,日,処暑,8,HIGH SEASON,3.83,4.00,3.90,22,41,486904
2024-08-26,月,処暑,8,HIGH SEASON,3.83,2.00,3.10,0,42,452930
2024-08-27,火,処暑,8,HIGH SEASON,3.83,2.00,3.10,0,35,365020
2024-08-28,水,処暑,8,HIGH SEASON,3.83,2.00,3.10,0,39,383120
2024-08-29,木,処暑,8,HIGH SEASON,3.83,3.00,3.50,0,33,466670
2024-08-30,金,処暑,8,HIGH SEASON,3.83,4.00,3.90,0,38,468170
2024-08-31,土,処暑,8,HIGH SEASON,3.83,5.00,4.30,2,38,608820
2024-09-01,日,処暑,8,HIGH SEASON,3.83,4.00,3.90,36,37,567504
2024-09-02,月,処暑,8,HIGH SEASON,3.83,2.00,3.10,0,39,521920
2024-09-03,火,処暑,8,HIGH SEASON,3.83,2.00,3.10,0,41,472090
2024-09-04,水,処暑,8,HIGH SEASON,3.83,2.00,3.10,0,39,485970
2024-09-05,木,処暑,8,HIGH SEASON,3.83,3.00,3.50,0,37,416150
2024-09-06,金,処暑,8,HIGH SEASON,3.83,4.00,3.90,0,48,528690
2024-09-07,土,白露,4,TOP SEASON,4.50,5.00,4.70,27,39,534754
2024-09-08,日,白露,4,TOP SEASON,4.50,4.00,4.30,33,42,586580
2024-09-09,月,白露,4,TOP SEASON,4.50,2.00,3.50,0,42,478020
2024-09-10,火,白露,4,TOP SEASON,4.50,2.00,3.50,0,33,397100
2024-09-11,水,白露,4,TOP SEASON,4.50,2.00,3.50,0,35,398760
2024-09-12,木,白露,4,TOP SEASON,4.50,3.00,3.90,0,40,468710
2024-09-13,金,白露,4,TOP SEASON,4.50,4.00,4.30,0,42,477410
2024-09-14,土,白露,4,TOP SEASON,4.50,5.00,4.70,33,38,641490
2024-09-15,日,白露,4,TOP SEASON,4.50,4.00,4.30,37,40,624610
2024-09-16,月,白露,4,TOP SEASON,4.50,2.00,3.50,30,37,504250
2024-09-17,火,白露,4,TOP SEASON,4.50,2.00,3.50,0,38,454370
2024-09-18,水,白露,4,TOP SEASON,4.50,2.00,3.50,0,36,428250
2024-09-19,木,白露,4,TOP SEASON,4.50,3.00,3.90,0,38,441300
2024-09-20,金,白露,4,TOP SEASON,4.50,4.00,4.30,0,39,416690
2024-09-21,土,白露,4,TOP SEASON,4.50,5.00,4.70,17,40,556390
2024-09-22,日,白露,4,TOP SEASON,4.50,4.00,4.30,27,40,580382
2024-09-23,月,秋分,17,LOW SEASON,2.33,2.00,2.20,24,38,586010
2024-09-24,火,秋分,17,LOW SEASON,2.33,2.00,2.20,0,37,369420
2024-09-25,水,秋分,17,LOW SEASON,2.33,2.00,2.20,0,34,409980
2024-09-26,木,秋分,17,LOW SEASON,2.33,3.00,2.60,0,37,359340
2024-09-27,金,秋分,17,LOW SEASON,2.33,4.00,3.00,0,38,392990
2024-09-28,土,秋分,17,LOW SEASON,2.33,5.00,3.40,20,37,490048
2024-09-29,日,秋分,17,LOW SEASON,2.33,4.00,3.00,29,36,500390
2024-09-30,月,秋分,17,LOW SEASON,2.33,2.00,2.20,0,35,505180
2024-10-01,火,秋分,17,LOW SEASON,2.33,2.00,2.20,0,37,1
2024-10-02,水,秋分,17,LOW SEASON,2.33,2.00,2.20,0,40,2
2024-10-03,木,秋分,17,LOW SEASON,2.33,3.00,2.60,0,38,3
2024-10-04,金,秋分,17,LOW SEASON,2.33,4.00,3.00,0,34,4
2024-10-05,土,秋分,17,LOW SEASON,2.33,5.00,3.40,32,36,5
2024-10-06,日,秋分,17,LOW SEASON,2.33,4.00,3.00,28,41,6
2024-10-07,月,秋分,17,LOW SEASON,2.33,2.00,2.20,0,42,7
2024-10-08,火,寒露,21,OFF SEASON,1.67,2.00,1.80,0,43,8
2024-10-09,水,寒露,21,OFF SEASON,1.67,2.00,1.80,0,45,9
2024-10-10,木,寒露,21,OFF SEASON,1.67,3.00,2.20,0,44,10
2024-10-11,金,寒露,21,OFF SEASON,1.67,4.00,2.60,0,42,11
2024-10-12,土,寒露,21,OFF SEASON,1.67,5.00,3.00,36,30,12
2024-10-13,日,寒露,21,OFF SEASON,1.67,4.00,2.60,34,39,13
2024-10-14,月,寒露,21,OFF SEASON,1.67,2.00,1.80,35,41,14
2024-10-15,火,寒露,21,OFF SEASON,1.67,2.00,1.80,0,36,15
2024-10-16,水,寒露,21,OFF SEASON,1.67,2.00,1.80,0,40,16
2024-10-17,木,寒露,21,OFF SEASON,1.67,3.00,2.20,0,40,17
2024-10-18,金,寒露,21,OFF SEASON,1.67,4.00,2.60,0,36,18
2024-10-19,土,寒露,21,OFF SEASON,1.67,5.00,3.00,10,28,19
2024-10-20,日,寒露,21,OFF SEASON,1.67,4.00,2.60,25,34,20
2024-10-21,月,寒露,21,OFF SEASON,1.67,2.00,1.80,0,39,21
2024-10-22,火,寒露,21,OFF SEASON,1.67,2.00,1.80,0,44,22
2024-10-23,水,霜降,22,OFF SEASON,1.50,2.00,1.70,0,53,23
2024-10-24,木,霜降,22,OFF SEASON,1.50,3.00,2.10,0,31,24
2024-10-25,金,霜降,22,OFF SEASON,1.50,4.00,2.50,0,36,25
2024-10-26,土,霜降,22,OFF SEASON,1.50,5.00,2.90,31,39,26
2024-10-27,日,霜降,22,OFF SEASON,1.50,4.00,2.50,35,41,27
2024-10-28,月,霜降,22,OFF SEASON,1.50,2.00,1.70,0,36,28
2024-10-29,火,霜降,22,OFF SEASON,1.50,2.00,1.70,0,42,29
2024-10-30,水,霜降,22,OFF SEASON,1.50,2.00,1.70,0,32,30
2024-10-31,木,霜降,22,OFF SEASON,1.50,3.00,2.10,0,37,31
2024-11-01,金,霜降,22,OFF SEASON,1.50,4.00,2.50,0,39,1
2024-11-02,土,霜降,22,OFF SEASON,1.50,5.00,2.90,27,39,2
2024-11-03,日,霜降,22,OFF SEASON,1.50,4.00,2.50,32,40,3
2024-11-04,月,霜降,22,OFF SEASON,1.50,2.00,1.70,15,37,4
2024-11-05,火,霜降,22,OFF SEASON,1.50,2.00,1.70,0,39,5
2024-11-06,水,霜降,22,OFF SEASON,1.50,2.00,1.70,0,27,6
2024-11-07,木,立冬,23,OFF SEASON,1.33,3.00,2.00,0,0,7
2024-11-08,金,立冬,23,OFF SEASON,1.33,4.00,2.40,0,37,8
2024-11-09,土,立冬,23,OFF SEASON,1.33,5.00,2.80,28,40,9
2024-11-10,日,立冬,23,OFF SEASON,1.33,4.00,2.40,20,37,10
2024-11-11,月,立冬,23,OFF SEASON,1.33,2.00,1.60,0,36,11
2024-11-12,火,立冬,23,OFF SEASON,1.33,2.00,1.60,0,28,12
2024-11-13,水,立冬,23,OFF SEASON,1.33,2.00,1.60,0,38,13
2024-11-14,木,立冬,23,OFF SEASON,1.33,3.00,2.00,0,33,14
2024-11-15,金,立冬,23,OFF SEASON,1.33,4.00,2.40,0,32,15
2024-11-16,土,立冬,23,OFF SEASON,1.33,5.00,2.80,27,33,16
2024-11-17,日,立冬,23,OFF SEASON,1.33,4.00,2.40,15,35,17
2024-11-18,月,立冬,23,OFF SEASON,1.33,2.00,1.60,0,27,18
2024-11-19,火,立冬,23,OFF SEASON,1.33,2.00,1.60,0,39,19
2024-11-20,水,立冬,23,OFF SEASON,1.33,2.00,1.60,0,29,20
2024-11-21,木,立冬,23,OFF SEASON,1.33,3.00,2.00,0,36,21
2024-11-22,金,小雪,20,LOW SEASON,1.83,4.00,2.70,0,39,22
2024-11-23,土,小雪,20,LOW SEASON,1.83,5.00,3.10,33,0,23
2024-11-24,日,小雪,20,LOW SEASON,1.83,4.00,2.70,0,0,24
2024-11-25,月,小雪,20,LOW SEASON,1.83,2.00,1.90,0,38,25
2024-11-26,火,小雪,20,LOW SEASON,1.83,2.00,1.90,0,0,26
2024-11-27,水,小雪,20,LOW SEASON,1.83,2.00,1.90,0,36,27
2024-11-28,木,小雪,20,LOW SEASON,1.83,3.00,2.30,0,34,28
2024-11-29,金,小雪,20,LOW SEASON,1.83,4.00,2.70,0,28,29
2024-11-30,土,小雪,20,LOW SEASON,1.83,5.00,3.10,13,37,30
2024-12-01,日,小雪,20,LOW SEASON,1.83,4.00,2.70,23,36,548560
2024-12-02,月,小雪,20,LOW SEASON,1.83,2.00,1.90,0,26,312990
2024-12-03,火,小雪,20,LOW SEASON,1.83,2.00,1.90,0,34,401600
2024-12-04,水,小雪,20,LOW SEASON,1.83,2.00,1.90,0,14,156720
2024-12-05,木,小雪,20,LOW SEASON,1.83,3.00,2.30,0,24,318060
2024-12-06,金,小雪,20,LOW SEASON,1.83,4.00,2.70,0,0,0
2024-12-07,土,大雪,2,TOP SEASON,4.83,5.00,4.90,27,35,539680
2024-12-08,日,大雪,2,TOP SEASON,4.83,4.00,4.50,0,0,0
2024-12-09,月,大雪,2,TOP SEASON,4.83,2.00,3.70,0,20,300300
2024-12-10,火,大雪,2,TOP SEASON,4.83,2.00,3.70,0,31,438930
2024-12-11,水,大雪,2,TOP SEASON,4.83,2.00,3.70,0,28,407110
2024-12-12,木,大雪,2,TOP SEASON,4.83,3.00,4.10,0,38,507880
2024-12-13,金,大雪,2,TOP SEASON,4.83,4.00,4.50,0,39,509780
2024-12-14,土,大雪,2,TOP SEASON,4.83,5.00,4.90,13,40,637520
2024-12-15,日,大雪,2,TOP SEASON,4.83,4.00,4.50,20,35,529410
2024-12-16,月,大雪,2,TOP SEASON,4.83,2.00,3.70,0,36,421200
2024-12-17,火,大雪,2,TOP SEASON,4.83,2.00,3.70,0,38,526020
2024-12-18,水,大雪,2,TOP SEASON,4.83,2.00,3.70,0,39,481210
2024-12-19,木,大雪,2,TOP SEASON,4.83,3.00,4.10,0,40,478110
2024-12-20,金,大雪,2,TOP SEASON,4.83,4.00,4.50,0,37,595160
2024-12-21,土,大雪,2,TOP SEASON,4.83,5.00,4.90,32,41,722150
2024-12-22,日,冬至,1,TOP SEASON,5.00,4.00,4.60,23,40,865420
2024-12-23,月,冬至,1,TOP SEASON,5.00,2.00,3.80,8,38,767530
2024-12-24,火,冬至,1,TOP SEASON,5.00,2.00,3.80,17,36,886260
2024-12-25,水,冬至,1,TOP SEASON,5.00,2.00,3.80,29,38,1004060
2024-12-26,木,冬至,1,TOP SEASON,5.00,3.00,4.20,0,38,424870
2024-12-27,金,冬至,1,TOP SEASON,5.00,4.00,4.60,0,41,503730
2024-12-28,土,冬至,1,TOP SEASON,5.00,5.00,5.00,22,37,606810
2024-12-29,日,冬至,1,TOP SEASON,5.00,4.00,4.60,29,43,617720
2024-12-30,月,冬至,1,TOP SEASON,5.00,2.00,3.80,0,38,568710
2024-12-31,火,冬至,1,TOP SEASON,5.00,2.00,3.80,0,0,0
2025-01-01,水,冬至,1,TOP SEASON,5.00,2.00,3.80,0,0,0
2025-01-02,木,冬至,1,TOP SEASON,5.00,3.00,4.20,0,41,468140
2025-01-03,金,冬至,1,TOP SEASON,5.00,4.00,4.60,0,37,483890
2025-01-04,土,冬至,1,TOP SEASON,5.00,5.00,5.00,32,38,617720
2025-01-05,日,小寒,18,LOW SEASON,2.17,4.00,2.90,31,36,620570
2025-01-06,月,小寒,18,LOW SEASON,2.17,2.00,2.10,0,28,265600
2025-01-07,火,小寒,18,LOW SEASON,2.17,2.00,2.10,0,0,0
2025-01-08,水,小寒,18,LOW SEASON,2.17,2.00,2.10,0,32,400530
2025-01-09,木,小寒,18,LOW SEASON,2.17,3.00,2.50,0,37,430510
2025-01-10,金,小寒,18,LOW SEASON,2.17,4.00,2.90,0,37,395400
2025-01-11,土,小寒,18,LOW SEASON,2.17,5.00,3.30,18,38,547600
2025-01-12,日,小寒,18,LOW SEASON,2.17,4.00,2.90,16,39,495170
2025-01-13,月,小寒,18,LOW SEASON,2.17,2.00,2.10,19,37,568930
2025-01-14,火,小寒,18,LOW SEASON,2.17,2.00,2.10,0,39,437040
2025-01-15,水,小寒,18,LOW SEASON,2.17,2.00,2.10,0,34,380870
2025-01-16,木,小寒,18,LOW SEASON,2.17,3.00,2.50,0,24,284010
2025-01-17,金,小寒,18,LOW SEASON,2.17,4.00,2.90,0,0,0
2025-01-18,土,小寒,18,LOW SEASON,2.17,5.00,3.30,13,40,468490
2025-01-19,日,小寒,18,LOW SEASON,2.17,4.00,2.90,31,35,573934
2025-01-20,月,大寒,14,FLOW SEASON,2.83,2.00,2.50,0,24,358050
2025-01-21,火,大寒,14,FLOW SEASON,2.83,2.00,2.50,0,37,417340
