date,weekday,sekki,level,season,season_pt,kf1_constant,weekday_idx,mp_sekki,l_count,d_count,total_count,grand_total
2025-11-29,土,小雪,4,TOP SEASON,4.50,3.42,5.00,4.18,10,15,25,406670
2025-11-30,日,小雪,4,TOP SEASON,4.50,3.42,4.00,4.18,10,0,10,111980
2025-12-01,月,小雪,4,TOP SEASON,4.50,4.51,2.00,4.18,4,12,16,329660
2025-12-02,火,小雪,4,TOP SEASON,4.50,4.51,2.00,4.18,5,13,18,331100
2025-12-03,水,小雪,4,TOP SEASON,4.50,4.51,2.00,4.18,13,0,13,152570
2025-12-04,木,小雪,4,TOP SEASON,4.50,4.51,3.00,4.18,5,2,7,75960
2025-12-05,金,小雪,4,TOP SEASON,4.50,4.51,4.00,4.18,15,12,27,511550
2025-12-06,土,小雪,4,TOP SEASON,4.50,4.51,5.00,4.18,6,6,12,241780
2025-12-07,日,大雪,1,TOP SEASON,5.00,4.51,4.00,4.78,15,4,19,223520
2025-12-08,月,大雪,1,TOP SEASON,5.00,4.51,2.00,4.78,8,12,20,525470
2025-12-09,火,大雪,1,TOP SEASON,5.00,4.51,2.00,4.78,6,14,20,303050
2025-12-10,水,大雪,1,TOP SEASON,5.00,4.51,2.00,4.78,5,4,9,126610
2025-12-11,木,大雪,1,TOP SEASON,5.00,4.51,3.00,4.78,3,2,5,66110
2025-12-12,金,大雪,1,TOP SEASON,5.00,4.51,4.00,4.78,12,17,29,437250
2025-12-13,土,大雪,1,TOP SEASON,5.00,4.51,5.00,4.78,15,18,33,575520
2025-12-14,日,大雪,1,TOP SEASON,5.00,4.51,4.00,4.78,17,9,26,364100
2025-12-15,月,大雪,1,TOP SEASON,5.00,4.51,2.00,4.78,14,12,26,299790
2025-12-16,火,大雪,1,TOP SEASON,5.00,4.51,2.00,4.78,11,7,18,251570
2025-12-17,水,大雪,1,TOP SEASON,5.00,4.51,2.00,4.78,7,11,18,303420
2025-12-18,木,大雪,1,TOP SEASON,5.00,4.51,3.00,4.78,4,12,16,278560
2025-12-19,金,大雪,1,TOP SEASON,5.00,4.51,4.00,4.78,13,11,24,549010
2025-12-20,土,大雪,1,TOP SEASON,5.00,4.51,5.00,4.78,10,20,30,670560
2025-12-21,日,大雪,1,TOP SEASON,5.00,4.51,4.00,4.78,19,20,39,737660
2025-12-22,月,冬至,2,TOP SEASON,4.83,4.51,2.00,4.73,2,18,20,371650
2025-12-23,火,冬至,2,TOP SEASON,4.83,4.51,2.00,4.73,9,14,23,540320
2025-12-24,水,冬至,2,TOP SEASON,4.83,4.51,2.00,4.73,10,27,37,1157660
2025-12-25,木,冬至,2,TOP SEASON,4.83,4.51,3.00,4.73,13,22,35,703450
2025-12-26,金,冬至,2,TOP SEASON,4.83,4.51,4.00,4.73,15,21,36,697510
2025-12-27,土,冬至,2,TOP SEASON,4.83,4.51,5.00,4.73,8,4,12,225830
2025-12-28,日,冬至,2,TOP SEASON,4.83,4.51,4.00,4.73,16,6,22,332200
2025-12-29,月,冬至,2,TOP SEASON,4.83,4.51,2.00,4.73,15,8,23,357940
2025-12-30,火,冬至,2,TOP SEASON,4.83,4.51,2.00,4.73,16,12,28,497240
2025-12-31,水,冬至,2,TOP SEASON,4.83,4.51,2.00,4.73,6,0,6,78320
2026-01-01,木,冬至,2,TOP SEASON,4.83,3.37,3.00,4.73,0,0,0,0
2026-01-02,金,冬至,2,TOP SEASON,4.83,3.37,4.00,4.73,0,11,11,195470
2026-01-03,土,冬至,2,TOP SEASON,4.83,3.37,5.00,4.73,16,12,28,337230
2026-01-04,日,冬至,2,TOP SEASON,4.83,3.37,4.00,4.73,14,6,20,257630
2026-01-05,月,小寒,13,FLOW SEASON,3.00,3.37,2.00,3.35,11,0,11,93280
2026-01-06,火,小寒,13,FLOW SEASON,3.00,3.37,2.00,3.35,10,0,10,90970
2026-01-07,水,小寒,13,FLOW SEASON,3.00,3.37,2.00,3.35,6,0,6,56980
2026-01-08,木,小寒,13,FLOW SEASON,3.00,3.37,3.00,3.35,6,4,10,154330
2026-01-09,金,小寒,13,FLOW SEASON,3.00,3.37,4.00,3.35,10,3,13,158510
2026-01-10,土,小寒,13,FLOW SEASON,3.00,3.37,5.00,3.35,9,8,17,243980
2026-01-11,日,小寒,13,FLOW SEASON,3.00,3.37,4.00,3.35,19,6,25,350980
2026-01-12,月,小寒,13,FLOW SEASON,3.00,3.37,2.00,3.35,6,0,6,59840
2026-01-13,火,小寒,13,FLOW SEASON,3.00,3.37,2.00,3.35,11,8,19,303930
2026-01-14,水,小寒,13,FLOW SEASON,3.00,3.37,2.00,3.35,7,0,7,49720
2026-01-15,木,小寒,13,FLOW SEASON,3.00,3.37,3.00,3.35,10,16,26,437470
2026-01-16,金,小寒,13,FLOW SEASON,3.00,3.37,4.00,3.35,8,6,14,136700
2026-01-17,土,小寒,13,FLOW SEASON,3.00,3.37,5.00,3.35,20,9,29,341270
2026-01-18,日,小寒,13,FLOW SEASON,3.00,3.37,4.00,3.35,15,1,16,236210
2026-01-19,月,小寒,13,FLOW SEASON,3.00,3.37,2.00,3.35,10,3,13,166580
2026-01-20,火,大寒,11,FLOW SEASON,3.33,3.37,2.00,3.39,6,16,22,423160
2026-01-21,水,大寒,11,FLOW SEASON,3.33,3.37,2.00,3.39,10,11,21,294470
2026-01-22,木,大寒,11,FLOW SEASON,3.33,3.37,3.00,3.39,12,4,16,205040
2026-01-23,金,大寒,11,FLOW SEASON,3.33,3.37,4.00,3.39,2,5,7,95480
2026-01-24,土,大寒,11,FLOW SEASON,3.33,3.37,5.00,3.39,20,7,27,414040
2026-01-25,日,大寒,11,FLOW SEASON,3.33,3.37,4.00,3.39,16,0,16,148830
2026-01-26,月,大寒,11,FLOW SEASON,3.33,3.37,2.00,3.39,7,4,11,138160
2026-01-27,火,大寒,11,FLOW SEASON,3.33,3.37,2.00,3.39,12,0,12,74140
2026-01-28,水,大寒,11,FLOW SEASON,3.33,3.37,2.00,3.39,2,19,21,358800
2026-01-29,木,大寒,11,FLOW SEASON,3.33,3.37,3.00,3.39,5,7,12,164560
2026-01-30,金,大寒,11,FLOW SEASON,3.33,3.37,4.00,3.39,8,5,13,153530
2026-01-31,土,大寒,11,FLOW SEASON,3.33,3.37,5.00,3.39,13,5,18,189310
2026-02-01,日,大寒,11,FLOW SEASON,3.33,4.45,4.00,3.39,2,0,2,170580
2026-02-02,月,大寒,11,FLOW SEASON,3.33,4.45,2.00,3.39,6,0,6,147730
2026-02-03,火,大寒,11,FLOW SEASON,3.33,4.45,2.00,3.39,4,0,4,21340
2026-02-04,水,立春,17,LOW SEASON,2.33,4.45,2.00,2.95,4,0,4,61160
2026-02-05,木,立春,17,LOW SEASON,2.33,4.45,3.00,2.95,2,0,2,118050
2026-02-06,金,立春,17,LOW SEASON,2.33,4.45,4.00,2.95,6,0,6,168960
